DATA,Max:,,80,,,262375,,,,,,,,,,,PARAMS,,,,,,,,,,,MODEL,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Is_Male,Embarked_S,Embarked_C,Pclass_1,Pclass_2,Age_N,Log_Fare,Ones,,Age,SibSp,Parch,Is_Male,Embarked_S,Embarked_C,Pclass_1,Pclass_2,Const,,,Linear,Loss
0,2,female,57,0,0,"10,5",S,0,1,0,0,1,"0,7125","1,061",1,,"0,122","0,464","0,091","0,948","0,361","0,164","0,051","0,403",,,,,
0,3,male,,0,0,7225,C,,,,,,,,,,,,,,,,,,,,,,
1,2,female,54,1,3,23,S,0,1,0,0,1,"0,675","1,380",1,,"0,521","0,567","0,298","0,254","0,832","0,839","0,287","0,253",,,,,
0,3,male,18,0,0,"7,75",S,1,1,0,0,0,"0,225","0,942",1,,"0,578","0,613","0,835","0,654","0,209","0,237","0,072","0,912",,,,,
0,3,male,,0,0,7.75,Q,,,,,,,,,,,,,,,,,,,,,,
1,3,female,5,0,0,12475,S,0,1,0,0,0,"0,0625","4,096",1,,"0,998","0,728","0,331","0,745","0,793","0,951","0,353","0,645",,,,,
0,3,male,,0,0,7.7375,Q,,,,,,,,,,,,,,,,,,,,,,
1,1,female,43,0,1,"211,3375",S,0,1,0,1,0,"0,5375","2,327",1,,"0,540","0,812","0,684","0,631","0,797","0,265","0,717","0,391",,,,,
1,3,female,13,0,0,"7,2292",C,0,0,1,0,0,"0,1625","0,915",1,,"0,567","0,899","0,033","0,929","0,516","0,735","0,777","0,789",,,,,
1,1,female,17,1,0,57,S,0,1,0,1,0,"0,2125","1,763",1,,"0,627","0,947","0,273","0,679","0,067","0,406","0,846","0,269",,,,,
0,1,male,29,0,0,30,S,1,1,0,1,0,"0,3625","1,491",1,,"0,470","0,256","0,052","0,869","0,275","0,772","0,952","0,233",,,,,
0,3,male,,1,2,23.45,S,,,,,,,,,,,,,,,,,,,,,,
0,3,male,25,0,0,"7,05",S,1,1,0,0,0,"0,3125","0,906",1,,"0,748","0,914","0,460","0,737","0,312","0,260","0,502","0,884",,,,,
0,3,male,25,0,0,"7,25",S,1,1,0,0,0,"0,3125","0,916",1,,"0,450","0,943","0,326","0,385","0,531","0,300","0,513","0,446",,,,,
1,3,female,18,0,0,"7,4958",S,0,1,0,0,0,"0,225","0,929",1,,"0,201","0,463","0,487","0,892","0,083","0,605","0,214","0,881",,,,,
0,3,male,8,4,1,29125,Q,1,0,0,0,0,"0,1","4,464",1,,"0,716","0,016","0,061","0,468","0,046","0,750","0,500","0,307",,,,,
1,3,male,1,1,2,20575,S,1,1,0,0,0,"0,0125","4,313",1,,"0,352","0,681","0,262","0,167","0,305","0,810","0,762","0,421",,,,,
0,1,male,46,0,0,"79,2",C,1,0,1,1,0,"0,575","1,904",1,,"0,956","0,197","0,549","0,537","0,327","0,019","0,676","0,111",,,,,
0,3,male,,0,0,7.75,Q,,,,,,,,,,,,,,,,,,,,,,
0,2,male,16,0,0,26,S,1,1,0,0,1,"0,2","1,431",1,,"0,184","0,320","0,941","0,644","0,199","0,538","0,882","0,553",,,,,
0,3,female,,8,2,69.55,S,,,,,,,,,,,,,,,,,,,,,,
0,1,male,,0,0,30.6958,C,,,,,,,,,,,,,,,,,,,,,,
0,3,male,25,0,0,"7,8958",S,1,1,0,0,0,"0,3125","0,949",1,,"0,421","0,883","0,223","0,199","0,402","0,775","0,389","0,459",,,,,
0,2,male,39,0,0,13,S,1,1,0,0,1,"0,4875","1,146",1,,"0,610","0,671","0,556","0,590","0,948","0,652","0,242","0,498",,,,,
1,1,female,49,0,0,"25,9292",S,0,1,0,1,0,"0,6125","1,430",1,,"0,535","0,508","0,335","0,831","0,440","0,875","0,958","0,288",,,,,
1,3,female,31,0,0,"8,6833",S,0,1,0,0,0,"0,3875","0,986",1,,"0,087","0,614","0,141","0,914","0,128","0,564","0,144","0,997",,,,,
0,3,male,30,0,0,"7,2292",C,1,0,1,0,0,"0,375","0,915",1,,"0,447","0,083","0,401","0,223","0,246","0,160","0,733","0,068",,,,,
0,3,female,30,1,1,"24,15",S,0,1,0,0,0,"0,375","1,401",1,,"0,340","0,091","0,394","0,025","0,295","0,832","0,080","0,666",,,,,
0,2,male,34,0,0,13,S,1,1,0,0,1,"0,425","1,146",1,,"0,384","0,273","0,965","0,859","0,994","0,551","0,902","0,694",,,,,
1,2,female,31,1,1,"26,25",S,0,1,0,0,1,"0,3875","1,435",1,,"0,962","0,546","0,059","0,281","0,435","0,586","0,069","0,195",,,,,
1,1,male,11,1,2,120,S,1,1,0,1,0,"0,1375","2,083",1,,"0,855","0,410","0,352","0,851","0,584","0,388","0,407","0,810",,,,,
1,3,male,"0,42",0,1,"8,5167",C,1,0,1,0,0,"0,00525","0,978",1,,"0,551","0,871","0,449","0,362","0,013","0,219","0,722","0,271",,,,,
1,3,male,27,0,0,6975,S,1,1,0,0,0,"0,3375","3,844",1,,"0,541","0,777","0,424","0,004","0,834","0,231","0,293","0,529",,,,,
0,3,male,31,0,0,7775,S,1,1,0,0,0,"0,3875","3,891",1,,"0,922","0,321","0,588","0,022","0,384","0,934","0,266","0,373",,,,,
0,1,male,39,0,0,0,S,1,1,0,1,0,"0,4875","0,000",1,,"0,509","0,389","0,537","0,119","0,056","0,084","0,840","0,460",,,,,
0,3,female,18,0,0,7775,S,0,1,0,0,0,"0,225","3,891",1,,"0,267","0,548","0,446","0,851","0,323","0,919","0,905","0,986",,,,,
0,2,male,39,0,0,13,S,1,1,0,0,1,"0,4875","1,146",1,,"0,424","0,025","0,430","0,450","0,624","0,661","0,471","0,471",,,,,
1,1,female,33,1,0,"53,1",S,0,1,0,1,0,"0,4125","1,733",1,,"0,441","0,729","0,925","0,762","0,865","0,175","0,840","0,068",,,,,
0,3,male,26,0,0,"7,8875",S,1,1,0,0,0,"0,325","0,949",1,,"0,434","0,913","0,976","0,916","0,422","0,640","0,141","0,525",,,,,
0,3,male,39,0,0,"24,15",S,1,1,0,0,0,"0,4875","1,401",1,,"0,644","0,398","0,350","0,111","0,265","0,990","0,090","0,163",,,,,
0,2,male,35,0,0,"10,5",S,1,1,0,0,1,"0,4375","1,061",1,,"0,633","0,881","0,596","0,346","0,060","0,249","0,867","0,357",,,,,
0,3,female,6,4,2,31275,S,0,1,0,0,0,"0,075","4,495",1,,"0,305","0,297","0,365","0,460","0,192","0,108","0,060","0,112",,,,,
0,3,male,"30,5",0,0,"8,05",S,1,1,0,0,0,"0,38125","0,957",1,,"0,975","0,902","0,901","0,548","0,248","0,991","0,611","0,878",,,,,
0,1,male,,0,0,0,S,,,,,,,,,,,,,,,,,,,,,,
0,3,female,23,0,0,7925,S,0,1,0,0,0,"0,2875","3,899",1,,"0,810","0,125","0,409","0,875","0,718","0,195","0,380","0,419",,,,,
0,2,male,31,1,1,"37,0042",C,1,0,1,0,1,"0,3875","1,580",1,,"0,433","0,617","0,183","0,618","0,965","0,084","0,388","0,873",,,,,
0,3,male,43,0,0,"6,45",S,1,1,0,0,0,"0,5375","0,872",1,,"0,951","0,248","0,744","0,100","0,876","0,409","0,904","0,950",,,,,
0,3,male,10,3,2,"27,9",S,1,1,0,0,0,"0,125","1,461",1,,"0,974","0,932","0,693","0,452","0,280","0,928","0,402","0,372",,,,,
1,1,female,52,1,1,"93,5",S,0,1,0,1,0,"0,65","1,975",1,,"0,059","0,948","0,001","0,466","0,654","0,489","0,393","0,313",,,,,
1,3,male,27,0,0,"8,6625",S,1,1,0,0,0,"0,3375","0,985",1,,"0,376","0,314","0,595","0,727","0,945","0,207","0,165","0,154",,,,,
0,1,male,38,0,0,0,S,1,1,0,1,0,"0,475","0,000",1,,"0,327","0,890","0,727","0,085","0,770","0,573","0,649","0,528",,,,,
1,3,female,27,0,1,12475,S,0,1,0,0,0,"0,3375","4,096",1,,"0,470","0,618","0,501","0,865","0,305","0,462","0,949","0,887",,,,,
0,3,male,2,4,1,"39,6875",S,1,1,0,0,0,"0,025","1,609",1,,"0,147","0,703","0,177","0,597","0,390","0,947","0,322","0,044",,,,,
0,3,male,,0,0,6.95,Q,,,,,,,,,,,,,,,,,,,,,,
0,3,male,,0,0,56.4958,S,,,,,,,,,,,,,,,,,,,,,,
1,2,male,1,0,2,"37,0042",C,1,0,1,0,1,"0,0125","1,580",1,,"0,175","0,037","0,749","0,648","0,379","0,721","0,997","0,694",,,,,
1,3,male,,0,0,7.75,Q,,,,,,,,,,,,,,,,,,,,,,
1,1,female,62,0,0,80,,0,0,0,1,0,"0,775","1,908",1,,"0,118","0,140","0,455","0,970","0,984","0,411","0,609","0,040",,,,,
1,3,female,15,1,0,"14,4542",C,0,0,1,0,0,"0,1875","1,189",1,,"0,491","0,195","0,239","0,397","0,666","0,142","0,639","0,635",,,,,
1,2,male,"0,83",1,1,"18,75",S,1,1,0,0,1,"0,010375","1,296",1,,"0,073","0,140","0,851","0,680","0,293","0,159","0,746","0,550",,,,,
0,3,male,,0,0,7.2292,C,,,,,,,,,,,,,,,,,,,,,,
0,3,male,23,0,0,"7,8542",S,1,1,0,0,0,"0,2875","0,947",1,,"0,457","0,474","0,720","0,381","0,427","0,822","0,335","0,765",,,,,
0,3,male,18,0,0,"8,3",S,1,1,0,0,0,"0,225","0,968",1,,"0,531","0,890","0,053","0,616","0,331","0,044","0,007","0,679",,,,,
1,1,female,39,1,1,"83,1583",C,0,0,1,1,0,"0,4875","1,925",1,,"0,730","0,500","0,108","0,885","0,365","0,957","0,659","0,723",,,,,
0,3,male,21,0,0,"8,6625",S,1,1,0,0,0,"0,2625","0,985",1,,"0,951","0,184","0,195","0,688","0,446","0,070","0,155","0,918",,,,,
0,3,male,,0,0,8.05,S,,,,,,,,,,,,,,,,,,,,,,
1,3,male,32,0,0,"56,4958",S,1,1,0,0,0,"0,4","1,760",1,,"0,174","0,473","0,430","0,065","0,993","0,338","0,336","0,575",,,,,
1,1,male,,0,0,29.7,C,,,,,,,,,,,,,,,,,,,,,,
0,3,male,20,0,0,7925,S,1,1,0,0,0,"0,25","3,899",1,,"0,546","0,935","0,629","0,017","0,928","0,763","0,252","0,837",,,,,
0,2,male,16,0,0,"10,5",S,1,1,0,0,1,"0,2","1,061",1,,"0,487","0,896","0,562","0,677","0,022","0,955","0,821","0,320",,,,,
1,1,female,30,0,0,31,C,0,0,1,1,0,"0,375","1,505",1,,"0,010","0,148","0,989","0,013","0,438","0,131","0,274","0,658",,,,,
0,3,male,"34,5",0,0,"6,4375",C,1,0,1,0,0,"0,43125","0,871",1,,"0,383","0,673","0,797","0,542","0,741","0,321","0,396","0,508",,,,,
0,3,male,17,0,0,"8,6625",S,1,1,0,0,0,"0,2125","0,985",1,,"0,541","0,504","0,429","0,272","0,705","0,293","0,946","0,802",,,,,
0,3,male,42,0,0,"7,55",S,1,1,0,0,0,"0,525","0,932",1,,"0,443","0,048","0,017","0,836","0,590","0,718","0,689","0,030",,,,,
0,3,male,,8,2,69.55,S,,,,,,,,,,,,,,,,,,,,,,
0,3,male,35,0,0,"7,8958",C,1,0,1,0,0,"0,4375","0,949",1,,"0,749","0,716","0,552","0,208","0,000","0,690","0,514","0,468",,,,,
0,2,male,28,0,1,33,S,1,1,0,0,1,"0,35","1,531",1,,"0,297","0,140","0,256","0,296","0,858","0,573","0,292","0,987",,,,,
1,1,female,,1,0,89.1042,C,,,,,,,,,,,,,,,,,,,,,,
0,3,male,4,4,2,31275,S,1,1,0,0,0,"0,05","4,495",1,,"0,194","0,223","0,812","0,414","0,422","0,799","0,129","0,928",,,,,
0,3,male,74,0,0,7775,S,1,1,0,0,0,"0,925","3,891",1,,"0,894","0,581","0,927","0,908","0,220","0,286","0,371","0,773",,,,,
0,3,female,9,1,1,"15,2458",C,0,0,1,0,0,"0,1125","1,211",1,,"0,370","0,749","0,492","0,355","0,602","0,499","0,524","0,435",,,,,
1,1,female,16,0,1,"39,4",S,0,1,0,1,0,"0,2","1,606",1,,"0,293","0,497","0,045","0,042","0,980","0,020","0,544","0,016",,,,,
0,2,female,44,1,0,26,S,0,1,0,0,1,"0,55","1,431",1,,"0,256","0,323","0,557","0,732","0,219","0,133","0,191","0,265",,,,,
1,3,female,18,0,1,"9,35",S,0,1,0,0,0,"0,225","1,015",1,,"0,516","0,900","0,268","0,488","0,430","0,667","0,967","0,567",,,,,
1,1,female,45,1,1,"164,8667",S,0,1,0,1,0,"0,5625","2,220",1,,"0,155","0,583","0,853","0,143","0,389","0,250","0,484","0,965",,,,,
1,1,male,51,0,0,"26,55",S,1,1,0,1,0,"0,6375","1,440",1,,"0,469","0,317","0,889","0,027","0,009","0,781","0,515","0,248",,,,,
1,3,female,24,0,3,"19,2583",C,0,0,1,0,0,"0,3","1,307",1,,"0,349","0,588","0,112","0,425","0,608","0,630","0,920","0,169",,,,,
0,3,male,,0,0,7.2292,C,,,,,,,,,,,,,,,,,,,,,,
0,3,male,41,2,0,"14,1083",S,1,1,0,0,0,"0,5125","1,179",1,,"0,116","0,412","0,748","0,017","0,526","0,009","0,032","0,455",,,,,
0,2,male,21,1,0,"11,5",S,1,1,0,0,1,"0,2625","1,097",1,,"0,586","0,084","0,723","0,833","0,773","0,997","0,851","0,358",,,,,
1,1,female,48,0,0,"25,9292",S,0,1,0,1,0,"0,6","1,430",1,,"0,644","0,945","0,547","0,365","0,365","0,796","0,014","0,531",,,,,
0,3,female,,8,2,69.55,S,,,,,,,,,,,,,,,,,,,,,,
0,2,male,24,0,0,13,S,1,1,0,0,1,"0,3","1,146",1,,"0,228","0,318","0,686","0,792","0,747","0,974","0,962","0,939",,,,,
1,2,female,42,0,0,13,S,0,1,0,0,1,"0,525","1,146",1,,"0,259","0,094","0,395","0,915","0,367","0,157","0,293","0,821",,,,,
1,2,female,27,1,0,"13,8583",C,0,0,1,0,1,"0,3375","1,172",1,,"0,104","0,213","0,799","0,082","0,714","0,602","0,356","0,178",,,,,
0,1,male,31,0,0,"50,4958",S,1,1,0,1,0,"0,3875","1,712",1,,"0,844","0,854","0,539","0,695","0,785","0,270","0,963","0,685",,,,,
0,3,male,,0,0,9.5,S,,,,,,,,,,,,,,,,,,,,,,
1,3,male,4,1,1,"11,1333",S,1,1,0,0,0,"0,05","1,084",1,,"0,393","0,249","0,658","0,033","0,072","0,552","0,323","0,293",,,,,
0,3,male,26,0,0,"7,8958",S,1,1,0,0,0,"0,325","0,949",1,,"0,430","0,634","0,170","0,014","0,012","0,372","0,998","0,152",,,,,
1,1,female,47,1,1,"52,5542",S,0,1,0,1,0,"0,5875","1,729",1,,"0,766","0,561","0,982","0,426","0,350","0,455","0,909","0,718",,,,,
0,1,male,33,0,0,5,S,1,1,0,1,0,"0,4125","0,778",1,,"0,663","0,243","0,759","0,800","0,359","0,315","0,067","0,736",,,,,
0,3,male,47,0,0,9,S,1,1,0,0,0,"0,5875","1,000",1,,"0,923","0,207","0,237","0,603","0,864","0,267","0,857","0,027",,,,,
1,2,female,28,1,0,24,C,0,0,1,0,1,"0,35","1,398",1,,"0,053","0,005","0,581","0,297","0,104","0,188","0,922","0,180",,,,,
1,3,female,15,0,0,7225,C,0,0,1,0,0,"0,1875","3,859",1,,"0,630","0,561","0,842","0,617","0,034","0,777","0,062","0,910",,,,,
0,3,male,20,0,0,"9,8458",S,1,1,0,0,0,"0,25","1,035",1,,"0,481","0,737","0,728","0,101","0,418","0,732","0,181","0,661",,,,,
0,3,male,19,0,0,"7,8958",S,1,1,0,0,0,"0,2375","0,949",1,,"0,076","0,385","0,140","0,099","0,691","0,297","0,124","0,182",,,,,
0,3,male,,0,0,7.8958,S,,,,,,,,,,,,,,,,,,,,,,
1,1,female,56,0,1,"83,1583",C,0,0,1,1,0,"0,7","1,925",1,,"0,124","0,163","0,145","0,022","0,838","0,721","0,388","0,454",,,,,
1,2,female,25,0,1,26,S,0,1,0,0,1,"0,3125","1,431",1,,"0,131","0,649","0,629","0,250","0,708","0,161","0,307","0,675",,,,,
0,3,male,33,0,0,"7,8958",S,1,1,0,0,0,"0,4125","0,949",1,,"0,967","0,610","0,568","0,369","0,597","0,223","0,980","0,143",,,,,
0,3,female,22,0,0,"10,5167",S,0,1,0,0,0,"0,275","1,061",1,,"0,826","0,725","0,500","0,389","0,963","0,172","0,945","0,611",,,,,
0,2,male,28,0,0,"10,5",S,1,1,0,0,1,"0,35","1,061",1,,"0,381","0,723","0,114","0,634","0,356","0,772","0,224","0,028",,,,,
0,3,male,25,0,0,"7,05",S,1,1,0,0,0,"0,3125","0,906",1,,"0,906","0,442","0,124","0,933","0,551","0,242","0,313","0,868",,,,,
0,3,female,39,0,5,29125,Q,0,0,0,0,0,"0,4875","4,464",1,,"0,747","0,685","0,530","0,375","0,540","0,106","0,591","0,260",,,,,
0,2,male,27,0,0,13,S,1,1,0,0,1,"0,3375","1,146",1,,"0,365","0,932","0,484","0,751","0,958","0,403","0,039","0,674",,,,,
1,1,female,19,0,0,30,S,0,1,0,1,0,"0,2375","1,491",1,,"0,024","0,768","0,639","0,909","0,906","0,417","0,493","0,037",,,,,
0,3,female,,1,2,23.45,S,,,,,,,,,,,,,,,,,,,,,,
1,1,male,26,0,0,30,C,1,0,1,1,0,"0,325","1,491",1,,"0,049","0,180","0,560","0,461","0,865","0,120","0,822","0,484",,,,,
0,3,male,32,0,0,"7,75",Q,1,0,0,0,0,"0,4","0,942",1,,"0,831","0,740","0,688","0,657","0,676","0,458","0,330","0,138",,,,,
